instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
10330370,40353,NIFTY2610624300CE,NIFTY,0.0,2026-01-06,24300.0,0.05,65,CE,NFO-OPT,NFO
10330626,40354,NIFTY2610624300PE,NIFTY,0.0,2026-01-06,24300.0,0.05,65,PE,NFO-OPT,NFO
10329858,40351,NIFTY2610624250CE,NIFTY,0.0,2026-01-06,24250.0,0.05,65,CE,NFO-OPT,NFO
10330114,40352,NIFTY2610624250PE,NIFTY,0.0,2026-01-06,24250.0,0.05,65,PE,NFO-OPT,NFO
10329346,40349,NIFTY2610624200CE,NIFTY,0.0,2026-01-06,24200.0,0.05,65,CE,NFO-OPT,NFO
10329602,40350,NIFTY2610624200PE,NIFTY,0.0,2026-01-06,24200.0,0.05,65,PE,NFO-OPT,NFO
10328834,40347,NIFTY2610624150CE,NIFTY,0.0,2026-01-06,24150.0,0.05,65,CE,NFO-OPT,NFO
10329090,40348,NIFTY2610624150PE,NIFTY,0.0,2026-01-06,24150.0,0.05,65,PE,NFO-OPT,NFO
10326018,40336,NIFTY2610624100CE,NIFTY,0.0,2026-01-06,24100.0,0.05,65,CE,NFO-OPT,NFO
10326274,40337,NIFTY2610624100PE,NIFTY,0.0,2026-01-06,24100.0,0.05,65,PE,NFO-OPT,NFO
10324738,40331,NIFTY2610624050CE,NIFTY,0.0,2026-01-06,24050.0,0.05,65,CE,NFO-OPT,NFO
10324994,40332,NIFTY2610624050PE,NIFTY,0.0,2026-01-06,24050.0,0.05,65,PE,NFO-OPT,NFO
10323714,40327,NIFTY2610624000CE,NIFTY,0.0,2026-01-06,24000.0,0.05,65,CE,NFO-OPT,NFO
10323970,40328,NIFTY2610624000PE,NIFTY,0.0,2026-01-06,24000.0,0.05,65,PE,NFO-OPT,NFO
11823362,46185,NIFTY2611326150CE,NIFTY,0.0,2026-01-13,26150.0,0.05,65,CE,NFO-OPT,NFO
11825154,46192,NIFTY2611326150PE,NIFTY,0.0,2026-01-13,26150.0,0.05,65,PE,NFO-OPT,NFO
11822338,46181,NIFTY2611326100CE,NIFTY,0.0,2026-01-13,26100.0,0.05,65,CE,NFO-OPT,NFO
11823106,46184,NIFTY2611326100PE,NIFTY,0.0,2026-01-13,26100.0,0.05,65,PE,NFO-OPT,NFO
11825410,46193,NIFTY2611326200CE,NIFTY,0.0,2026-01-13,26200.0,0.05,65,CE,NFO-OPT,NFO
11825666,46194,NIFTY2611326200PE,NIFTY,0.0,2026-01-13,26200.0,0.05,65,PE,NFO-OPT,NFO
11821826,46179,NIFTY2611326050CE,NIFTY,0.0,2026-01-13,26050.0,0.05,65,CE,NFO-OPT,NFO
11822082,46180,NIFTY2611326050PE,NIFTY,0.0,2026-01-13,26050.0,0.05,65,PE,NFO-OPT,NFO
11826178,46196,NIFTY2611326250CE,NIFTY,0.0,2026-01-13,26250.0,0.05,65,CE,NFO-OPT,NFO
11826434,46197,NIFTY2611326250PE,NIFTY,0.0,2026-01-13,26250.0,0.05,65,PE,NFO-OPT,NFO
11820802,46175,NIFTY2611326000CE,NIFTY,0.0,2026-01-13,26000.0,0.05,65,CE,NFO-OPT,NFO
11821570,46178,NIFTY2611326000PE,NIFTY,0.0,2026-01-13,26000.0,0.05,65,PE,NFO-OPT,NFO
11826946,46199,NIFTY2611326300CE,NIFTY,0.0,2026-01-13,26300.0,0.05,65,CE,NFO-OPT,NFO
11827202,46200,NIFTY2611326300PE,NIFTY,0.0,2026-01-13,26300.0,0.05,65,PE,NFO-OPT,NFO
11820290,46173,NIFTY2611325950CE,NIFTY,0.0,2026-01-13,25950.0,0.05,65,CE,NFO-OPT,NFO
11820546,46174,NIFTY2611325950PE,NIFTY,0.0,2026-01-13,25950.0,0.05,65,PE,NFO-OPT,NFO
11827458,46201,NIFTY2611326350CE,NIFTY,0.0,2026-01-13,26350.0,0.05,65,CE,NFO-OPT,NFO
11827714,46202,NIFTY2611326350PE,NIFTY,0.0,2026-01-13,26350.0,0.05,65,PE,NFO-OPT,NFO
11819778,46171,NIFTY2611325900CE,NIFTY,0.0,2026-01-13,25900.0,0.05,65,CE,NFO-OPT,NFO
11820034,46172,NIFTY2611325900PE,NIFTY,0.0,2026-01-13,25900.0,0.05,65,PE,NFO-OPT,NFO
11827970,46203,NIFTY2611326400CE,NIFTY,0.0,2026-01-13,26400.0,0.05,65,CE,NFO-OPT,NFO
11828226,46204,NIFTY2611326400PE,NIFTY,0.0,2026-01-13,26400.0,0.05,65,PE,NFO-OPT,NFO
11819266,46169,NIFTY2611325850CE,NIFTY,0.0,2026-01-13,25850.0,0.05,65,CE,NFO-OPT,NFO
11819522,46170,NIFTY2611325850PE,NIFTY,0.0,2026-01-13,25850.0,0.05,65,PE,NFO-OPT,NFO
11828482,46205,NIFTY2611326450CE,NIFTY,0.0,2026-01-13,26450.0,0.05,65,CE,NFO-OPT,NFO
11828738,46206,NIFTY2611326450PE,NIFTY,0.0,2026-01-13,26450.0,0.05,65,PE,NFO-OPT,NFO
11818242,46165,NIFTY2611325800CE,NIFTY,0.0,2026-01-13,25800.0,0.05,65,CE,NFO-OPT,NFO
11818498,46166,NIFTY2611325800PE,NIFTY,0.0,2026-01-13,25800.0,0.05,65,PE,NFO-OPT,NFO
11828994,46207,NIFTY2611326500CE,NIFTY,0.0,2026-01-13,26500.0,0.05,65,CE,NFO-OPT,NFO
11829250,46208,NIFTY2611326500PE,NIFTY,0.0,2026-01-13,26500.0,0.05,65,PE,NFO-OPT,NFO
11829762,46210,NIFTY2611326550PE,NIFTY,0.0,2026-01-13,26550.0,0.05,65,PE,NFO-OPT,NFO
11845378,46271,NIFTY2611327950CE,NIFTY,0.0,2026-01-13,27950.0,0.05,65,CE,NFO-OPT,NFO
11845634,46272,NIFTY2611327950PE,NIFTY,0.0,2026-01-13,27950.0,0.05,65,PE,NFO-OPT,NFO
11844866,46269,NIFTY2611327900CE,NIFTY,0.0,2026-01-13,27900.0,0.05,65,CE,NFO-OPT,NFO
11845122,46270,NIFTY2611327900PE,NIFTY,0.0,2026-01-13,27900.0,0.05,65,PE,NFO-OPT,NFO
11844354,46267,NIFTY2611327850CE,NIFTY,0.0,2026-01-13,27850.0,0.05,65,CE,NFO-OPT,NFO
11844610,46268,NIFTY2611327850PE,NIFTY,0.0,2026-01-13,27850.0,0.05,65,PE,NFO-OPT,NFO
11843842,46265,NIFTY2611327800CE,NIFTY,0.0,2026-01-13,27800.0,0.05,65,CE,NFO-OPT,NFO
11844098,46266,NIFTY2611327800PE,NIFTY,0.0,2026-01-13,27800.0,0.05,65,PE,NFO-OPT,NFO
11842818,46261,NIFTY2611327750CE,NIFTY,0.0,2026-01-13,27750.0,0.05,65,CE,NFO-OPT,NFO
11843074,46262,NIFTY2611327750PE,NIFTY,0.0,2026-01-13,27750.0,0.05,65,PE,NFO-OPT,NFO
11842306,46259,NIFTY2611327700CE,NIFTY,0.0,2026-01-13,27700.0,0.05,65,CE,NFO-OPT,NFO
11842562,46260,NIFTY2611327700PE,NIFTY,0.0,2026-01-13,27700.0,0.05,65,PE,NFO-OPT,NFO
11841794,46257,NIFTY2611327650CE,NIFTY,0.0,2026-01-13,27650.0,0.05,65,CE,NFO-OPT,NFO
11842050,46258,NIFTY2611327650PE,NIFTY,0.0,2026-01-13,27650.0,0.05,65,PE,NFO-OPT,NFO
11841282,46255,NIFTY2611327600CE,NIFTY,0.0,2026-01-13,27600.0,0.05,65,CE,NFO-OPT,NFO
11841538,46256,NIFTY2611327600PE,NIFTY,0.0,2026-01-13,27600.0,0.05,65,PE,NFO-OPT,NFO
11840770,46253,NIFTY2611327550CE,NIFTY,0.0,2026-01-13,27550.0,0.05,65,CE,NFO-OPT,NFO
11841026,46254,NIFTY2611327550PE,NIFTY,0.0,2026-01-13,27550.0,0.05,65,PE,NFO-OPT,NFO
11840258,46251,NIFTY2611327500CE,NIFTY,0.0,2026-01-13,27500.0,0.05,65,CE,NFO-OPT,NFO
11840514,46252,NIFTY2611327500PE,NIFTY,0.0,2026-01-13,27500.0,0.05,65,PE,NFO-OPT,NFO
11839746,46249,NIFTY2611327450CE,NIFTY,0.0,2026-01-13,27450.0,0.05,65,CE,NFO-OPT,NFO
11840002,46250,NIFTY2611327450PE,NIFTY,0.0,2026-01-13,27450.0,0.05,65,PE,NFO-OPT,NFO
11839234,46247,NIFTY2611327400CE,NIFTY,0.0,2026-01-13,27400.0,0.05,65,CE,NFO-OPT,NFO
11839490,46248,NIFTY2611327400PE,NIFTY,0.0,2026-01-13,27400.0,0.05,65,PE,NFO-OPT,NFO
11838722,46245,NIFTY2611327350CE,NIFTY,0.0,2026-01-13,27350.0,0.05,65,CE,NFO-OPT,NFO
11838978,46246,NIFTY2611327350PE,NIFTY,0.0,2026-01-13,27350.0,0.05,65,PE,NFO-OPT,NFO
11838210,46243,NIFTY2611327300CE,NIFTY,0.0,2026-01-13,27300.0,0.05,65,CE,NFO-OPT,NFO
11838466,46244,NIFTY2611327300PE,NIFTY,0.0,2026-01-13,27300.0,0.05,65,PE,NFO-OPT,NFO
11837186,46239,NIFTY2611327250CE,NIFTY,0.0,2026-01-13,27250.0,0.05,65,CE,NFO-OPT,NFO
11837442,46240,NIFTY2611327250PE,NIFTY,0.0,2026-01-13,27250.0,0.05,65,PE,NFO-OPT,NFO
11836674,46237,NIFTY2611327200CE,NIFTY,0.0,2026-01-13,27200.0,0.05,65,CE,NFO-OPT,NFO
11836930,46238,NIFTY2611327200PE,NIFTY,0.0,2026-01-13,27200.0,0.05,65,PE,NFO-OPT,NFO
11836162,46235,NIFTY2611327150CE,NIFTY,0.0,2026-01-13,27150.0,0.05,65,CE,NFO-OPT,NFO
11836418,46236,NIFTY2611327150PE,NIFTY,0.0,2026-01-13,27150.0,0.05,65,PE,NFO-OPT,NFO
11835650,46233,NIFTY2611327100CE,NIFTY,0.0,2026-01-13,27100.0,0.05,65,CE,NFO-OPT,NFO
11835906,46234,NIFTY2611327100PE,NIFTY,0.0,2026-01-13,27100.0,0.05,65,PE,NFO-OPT,NFO
11835138,46231,NIFTY2611327050CE,NIFTY,0.0,2026-01-13,27050.0,0.05,65,CE,NFO-OPT,NFO
11835394,46232,NIFTY2611327050PE,NIFTY,0.0,2026-01-13,27050.0,0.05,65,PE,NFO-OPT,NFO
11834626,46229,NIFTY2611327000CE,NIFTY,0.0,2026-01-13,27000.0,0.05,65,CE,NFO-OPT,NFO
11834882,46230,NIFTY2611327000PE,NIFTY,0.0,2026-01-13,27000.0,0.05,65,PE,NFO-OPT,NFO
11833602,46225,NIFTY2611326950CE,NIFTY,0.0,2026-01-13,26950.0,0.05,65,CE,NFO-OPT,NFO
11833858,46226,NIFTY2611326950PE,NIFTY,0.0,2026-01-13,26950.0,0.05,65,PE,NFO-OPT,NFO
11833090,46223,NIFTY2611326900CE,NIFTY,0.0,2026-01-13,26900.0,0.05,65,CE,NFO-OPT,NFO
11833346,46224,NIFTY2611326900PE,NIFTY,0.0,2026-01-13,26900.0,0.05,65,PE,NFO-OPT,NFO
11832578,46221,NIFTY2611326850CE,NIFTY,0.0,2026-01-13,26850.0,0.05,65,CE,NFO-OPT,NFO
11832834,46222,NIFTY2611326850PE,NIFTY,0.0,2026-01-13,26850.0,0.05,65,PE,NFO-OPT,NFO
11832066,46219,NIFTY2611326800CE,NIFTY,0.0,2026-01-13,26800.0,0.05,65,CE,NFO-OPT,NFO
11832322,46220,NIFTY2611326800PE,NIFTY,0.0,2026-01-13,26800.0,0.05,65,PE,NFO-OPT,NFO
11831554,46217,NIFTY2611326750CE,NIFTY,0.0,2026-01-13,26750.0,0.05,65,CE,NFO-OPT,NFO
11831810,46218,NIFTY2611326750PE,NIFTY,0.0,2026-01-13,26750.0,0.05,65,PE,NFO-OPT,NFO
11831042,46215,NIFTY2611326700CE,NIFTY,0.0,2026-01-13,26700.0,0.05,65,CE,NFO-OPT,NFO
11831298,46216,NIFTY2611326700PE,NIFTY,0.0,2026-01-13,26700.0,0.05,65,PE,NFO-OPT,NFO
11830530,46213,NIFTY2611326650CE,NIFTY,0.0,2026-01-13,26650.0,0.05,65,CE,NFO-OPT,NFO
11830786,46214,NIFTY2611326650PE,NIFTY,0.0,2026-01-13,26650.0,0.05,65,PE,NFO-OPT,NFO
11830018,46211,NIFTY2611326600CE,NIFTY,0.0,2026-01-13,26600.0,0.05,65,CE,NFO-OPT,NFO
11830274,46212,NIFTY2611326600PE,NIFTY,0.0,2026-01-13,26600.0,0.05,65,PE,NFO-OPT,NFO
11829506,46209,NIFTY2611326550CE,NIFTY,0.0,2026-01-13,26550.0,0.05,65,CE,NFO-OPT,NFO
11817730,46163,NIFTY2611325750CE,NIFTY,0.0,2026-01-13,25750.0,0.05,65,CE,NFO-OPT,NFO
11817986,46164,NIFTY2611325750PE,NIFTY,0.0,2026-01-13,25750.0,0.05,65,PE,NFO-OPT,NFO
11817218,46161,NIFTY2611325700CE,NIFTY,0.0,2026-01-13,25700.0,0.05,65,CE,NFO-OPT,NFO
11817474,46162,NIFTY2611325700PE,NIFTY,0.0,2026-01-13,25700.0,0.05,65,PE,NFO-OPT,NFO
11815682,46155,NIFTY2611325650CE,NIFTY,0.0,2026-01-13,25650.0,0.05,65,CE,NFO-OPT,NFO
11816962,46160,NIFTY2611325650PE,NIFTY,0.0,2026-01-13,25650.0,0.05,65,PE,NFO-OPT,NFO
11814658,46151,NIFTY2611325600CE,NIFTY,0.0,2026-01-13,25600.0,0.05,65,CE,NFO-OPT,NFO
11815426,46154,NIFTY2611325600PE,NIFTY,0.0,2026-01-13,25600.0,0.05,65,PE,NFO-OPT,NFO
11814146,46149,NIFTY2611325550CE,NIFTY,0.0,2026-01-13,25550.0,0.05,65,CE,NFO-OPT,NFO
11814402,46150,NIFTY2611325550PE,NIFTY,0.0,2026-01-13,25550.0,0.05,65,PE,NFO-OPT,NFO
11813634,46147,NIFTY2611325500CE,NIFTY,0.0,2026-01-13,25500.0,0.05,65,CE,NFO-OPT,NFO
11813890,46148,NIFTY2611325500PE,NIFTY,0.0,2026-01-13,25500.0,0.05,65,PE,NFO-OPT,NFO
11813122,46145,NIFTY2611325450CE,NIFTY,0.0,2026-01-13,25450.0,0.05,65,CE,NFO-OPT,NFO
11813378,46146,NIFTY2611325450PE,NIFTY,0.0,2026-01-13,25450.0,0.05,65,PE,NFO-OPT,NFO
11812610,46143,NIFTY2611325400CE,NIFTY,0.0,2026-01-13,25400.0,0.05,65,CE,NFO-OPT,NFO
11812866,46144,NIFTY2611325400PE,NIFTY,0.0,2026-01-13,25400.0,0.05,65,PE,NFO-OPT,NFO
11812098,46141,NIFTY2611325350CE,NIFTY,0.0,2026-01-13,25350.0,0.05,65,CE,NFO-OPT,NFO
11812354,46142,NIFTY2611325350PE,NIFTY,0.0,2026-01-13,25350.0,0.05,65,PE,NFO-OPT,NFO
11811586,46139,NIFTY2611325300CE,NIFTY,0.0,2026-01-13,25300.0,0.05,65,CE,NFO-OPT,NFO
11811842,46140,NIFTY2611325300PE,NIFTY,0.0,2026-01-13,25300.0,0.05,65,PE,NFO-OPT,NFO
11811074,46137,NIFTY2611325250CE,NIFTY,0.0,2026-01-13,25250.0,0.05,65,CE,NFO-OPT,NFO
11811330,46138,NIFTY2611325250PE,NIFTY,0.0,2026-01-13,25250.0,0.05,65,PE,NFO-OPT,NFO
11810562,46135,NIFTY2611325200CE,NIFTY,0.0,2026-01-13,25200.0,0.05,65,CE,NFO-OPT,NFO
11810818,46136,NIFTY2611325200PE,NIFTY,0.0,2026-01-13,25200.0,0.05,65,PE,NFO-OPT,NFO
11810050,46133,NIFTY2611325150CE,NIFTY,0.0,2026-01-13,25150.0,0.05,65,CE,NFO-OPT,NFO
11810306,46134,NIFTY2611325150PE,NIFTY,0.0,2026-01-13,25150.0,0.05,65,PE,NFO-OPT,NFO
11809538,46131,NIFTY2611325100CE,NIFTY,0.0,2026-01-13,25100.0,0.05,65,CE,NFO-OPT,NFO
11809794,46132,NIFTY2611325100PE,NIFTY,0.0,2026-01-13,25100.0,0.05,65,PE,NFO-OPT,NFO
11809026,46129,NIFTY2611325050CE,NIFTY,0.0,2026-01-13,25050.0,0.05,65,CE,NFO-OPT,NFO
11809282,46130,NIFTY2611325050PE,NIFTY,0.0,2026-01-13,25050.0,0.05,65,PE,NFO-OPT,NFO
11808514,46127,NIFTY2611325000CE,NIFTY,0.0,2026-01-13,25000.0,0.05,65,CE,NFO-OPT,NFO
11808770,46128,NIFTY2611325000PE,NIFTY,0.0,2026-01-13,25000.0,0.05,65,PE,NFO-OPT,NFO
11806466,46119,NIFTY2611324950CE,NIFTY,0.0,2026-01-13,24950.0,0.05,65,CE,NFO-OPT,NFO
11808258,46126,NIFTY2611324950PE,NIFTY,0.0,2026-01-13,24950.0,0.05,65,PE,NFO-OPT,NFO
11805442,46115,NIFTY2611324900CE,NIFTY,0.0,2026-01-13,24900.0,0.05,65,CE,NFO-OPT,NFO
11805698,46116,NIFTY2611324900PE,NIFTY,0.0,2026-01-13,24900.0,0.05,65,PE,NFO-OPT,NFO
11804418,46111,NIFTY2611324850CE,NIFTY,0.0,2026-01-13,24850.0,0.05,65,CE,NFO-OPT,NFO
11805186,46114,NIFTY2611324850PE,NIFTY,0.0,2026-01-13,24850.0,0.05,65,PE,NFO-OPT,NFO
11802882,46105,NIFTY2611324800CE,NIFTY,0.0,2026-01-13,24800.0,0.05,65,CE,NFO-OPT,NFO
11804162,46110,NIFTY2611324800PE,NIFTY,0.0,2026-01-13,24800.0,0.05,65,PE,NFO-OPT,NFO
11802370,46103,NIFTY2611324750CE,NIFTY,0.0,2026-01-13,24750.0,0.05,65,CE,NFO-OPT,NFO
11802626,46104,NIFTY2611324750PE,NIFTY,0.0,2026-01-13,24750.0,0.05,65,PE,NFO-OPT,NFO
11800834,46097,NIFTY2611324700CE,NIFTY,0.0,2026-01-13,24700.0,0.05,65,CE,NFO-OPT,NFO
11802114,46102,NIFTY2611324700PE,NIFTY,0.0,2026-01-13,24700.0,0.05,65,PE,NFO-OPT,NFO
11800322,46095,NIFTY2611324650CE,NIFTY,0.0,2026-01-13,24650.0,0.05,65,CE,NFO-OPT,NFO
11800578,46096,NIFTY2611324650PE,NIFTY,0.0,2026-01-13,24650.0,0.05,65,PE,NFO-OPT,NFO
11799298,46091,NIFTY2611324600CE,NIFTY,0.0,2026-01-13,24600.0,0.05,65,CE,NFO-OPT,NFO
11800066,46094,NIFTY2611324600PE,NIFTY,0.0,2026-01-13,24600.0,0.05,65,PE,NFO-OPT,NFO
11798018,46086,NIFTY2611324550CE,NIFTY,0.0,2026-01-13,24550.0,0.05,65,CE,NFO-OPT,NFO
11799042,46090,NIFTY2611324550PE,NIFTY,0.0,2026-01-13,24550.0,0.05,65,PE,NFO-OPT,NFO
11797506,46084,NIFTY2611324500CE,NIFTY,0.0,2026-01-13,24500.0,0.05,65,CE,NFO-OPT,NFO
11797762,46085,NIFTY2611324500PE,NIFTY,0.0,2026-01-13,24500.0,0.05,65,PE,NFO-OPT,NFO
11795202,46075,NIFTY2611324450CE,NIFTY,0.0,2026-01-13,24450.0,0.05,65,CE,NFO-OPT,NFO
11797250,46083,NIFTY2611324450PE,NIFTY,0.0,2026-01-13,24450.0,0.05,65,PE,NFO-OPT,NFO
11794434,46072,NIFTY2611324400CE,NIFTY,0.0,2026-01-13,24400.0,0.05,65,CE,NFO-OPT,NFO
11794690,46073,NIFTY2611324400PE,NIFTY,0.0,2026-01-13,24400.0,0.05,65,PE,NFO-OPT,NFO
11793922,46070,NIFTY2611324350CE,NIFTY,0.0,2026-01-13,24350.0,0.05,65,CE,NFO-OPT,NFO
11794178,46071,NIFTY2611324350PE,NIFTY,0.0,2026-01-13,24350.0,0.05,65,PE,NFO-OPT,NFO
11793410,46068,NIFTY2611324300CE,NIFTY,0.0,2026-01-13,24300.0,0.05,65,CE,NFO-OPT,NFO
11793666,46069,NIFTY2611324300PE,NIFTY,0.0,2026-01-13,24300.0,0.05,65,PE,NFO-OPT,NFO
11792642,46065,NIFTY2611324250CE,NIFTY,0.0,2026-01-13,24250.0,0.05,65,CE,NFO-OPT,NFO
11792898,46066,NIFTY2611324250PE,NIFTY,0.0,2026-01-13,24250.0,0.05,65,PE,NFO-OPT,NFO
11792130,46063,NIFTY2611324200CE,NIFTY,0.0,2026-01-13,24200.0,0.05,65,CE,NFO-OPT,NFO
11792386,46064,NIFTY2611324200PE,NIFTY,0.0,2026-01-13,24200.0,0.05,65,PE,NFO-OPT,NFO
11791618,46061,NIFTY2611324150CE,NIFTY,0.0,2026-01-13,24150.0,0.05,65,CE,NFO-OPT,NFO
11791874,46062,NIFTY2611324150PE,NIFTY,0.0,2026-01-13,24150.0,0.05,65,PE,NFO-OPT,NFO
11791106,46059,NIFTY2611324100CE,NIFTY,0.0,2026-01-13,24100.0,0.05,65,CE,NFO-OPT,NFO
11791362,46060,NIFTY2611324100PE,NIFTY,0.0,2026-01-13,24100.0,0.05,65,PE,NFO-OPT,NFO
11790594,46057,NIFTY2611324050CE,NIFTY,0.0,2026-01-13,24050.0,0.05,65,CE,NFO-OPT,NFO
11790850,46058,NIFTY2611324050PE,NIFTY,0.0,2026-01-13,24050.0,0.05,65,PE,NFO-OPT,NFO
11790082,46055,NIFTY2611324000CE,NIFTY,0.0,2026-01-13,24000.0,0.05,65,CE,NFO-OPT,NFO
11790338,46056,NIFTY2611324000PE,NIFTY,0.0,2026-01-13,24000.0,0.05,65,PE,NFO-OPT,NFO
12193538,47631,NIFTY2612026150CE,NIFTY,0.0,2026-01-20,26150.0,0.05,65,CE,NFO-OPT,NFO
12193794,47632,NIFTY2612026150PE,NIFTY,0.0,2026-01-20,26150.0,0.05,65,PE,NFO-OPT,NFO
12193026,47629,NIFTY2612026100CE,NIFTY,0.0,2026-01-20,26100.0,0.05,65,CE,NFO-OPT,NFO
12193282,47630,NIFTY2612026100PE,NIFTY,0.0,2026-01-20,26100.0,0.05,65,PE,NFO-OPT,NFO
12194050,47633,NIFTY2612026200CE,NIFTY,0.0,2026-01-20,26200.0,0.05,65,CE,NFO-OPT,NFO
12199938,47656,NIFTY2612026200PE,NIFTY,0.0,2026-01-20,26200.0,0.05,65,PE,NFO-OPT,NFO
12192514,47627,NIFTY2612026050CE,NIFTY,0.0,2026-01-20,26050.0,0.05,65,CE,NFO-OPT,NFO
12192770,47628,NIFTY2612026050PE,NIFTY,0.0,2026-01-20,26050.0,0.05,65,PE,NFO-OPT,NFO
12200194,47657,NIFTY2612026250CE,NIFTY,0.0,2026-01-20,26250.0,0.05,65,CE,NFO-OPT,NFO
12201986,47664,NIFTY2612026250PE,NIFTY,0.0,2026-01-20,26250.0,0.05,65,PE,NFO-OPT,NFO
12192002,47625,NIFTY2612026000CE,NIFTY,0.0,2026-01-20,26000.0,0.05,65,CE,NFO-OPT,NFO
12192258,47626,NIFTY2612026000PE,NIFTY,0.0,2026-01-20,26000.0,0.05,65,PE,NFO-OPT,NFO
12202242,47665,NIFTY2612026300CE,NIFTY,0.0,2026-01-20,26300.0,0.05,65,CE,NFO-OPT,NFO
12202498,47666,NIFTY2612026300PE,NIFTY,0.0,2026-01-20,26300.0,0.05,65,PE,NFO-OPT,NFO
12191490,47623,NIFTY2612025950CE,NIFTY,0.0,2026-01-20,25950.0,0.05,65,CE,NFO-OPT,NFO
12191746,47624,NIFTY2612025950PE,NIFTY,0.0,2026-01-20,25950.0,0.05,65,PE,NFO-OPT,NFO
12202754,47667,NIFTY2612026350CE,NIFTY,0.0,2026-01-20,26350.0,0.05,65,CE,NFO-OPT,NFO
12204034,47672,NIFTY2612026350PE,NIFTY,0.0,2026-01-20,26350.0,0.05,65,PE,NFO-OPT,NFO
12190978,47621,NIFTY2612025900CE,NIFTY,0.0,2026-01-20,25900.0,0.05,65,CE,NFO-OPT,NFO
12191234,47622,NIFTY2612025900PE,NIFTY,0.0,2026-01-20,25900.0,0.05,65,PE,NFO-OPT,NFO
12204290,47673,NIFTY2612026400CE,NIFTY,0.0,2026-01-20,26400.0,0.05,65,CE,NFO-OPT,NFO
12204546,47674,NIFTY2612026400PE,NIFTY,0.0,2026-01-20,26400.0,0.05,65,PE,NFO-OPT,NFO
12190466,47619,NIFTY2612025850CE,NIFTY,0.0,2026-01-20,25850.0,0.05,65,CE,NFO-OPT,NFO
12190722,47620,NIFTY2612025850PE,NIFTY,0.0,2026-01-20,25850.0,0.05,65,PE,NFO-OPT,NFO
12204802,47675,NIFTY2612026450CE,NIFTY,0.0,2026-01-20,26450.0,0.05,65,CE,NFO-OPT,NFO
12205058,47676,NIFTY2612026450PE,NIFTY,0.0,2026-01-20,26450.0,0.05,65,PE,NFO-OPT,NFO
12189954,47617,NIFTY2612025800CE,NIFTY,0.0,2026-01-20,25800.0,0.05,65,CE,NFO-OPT,NFO
12190210,47618,NIFTY2612025800PE,NIFTY,0.0,2026-01-20,25800.0,0.05,65,PE,NFO-OPT,NFO
12205826,47679,NIFTY2612026500CE,NIFTY,0.0,2026-01-20,26500.0,0.05,65,CE,NFO-OPT,NFO
12206082,47680,NIFTY2612026500PE,NIFTY,0.0,2026-01-20,26500.0,0.05,65,PE,NFO-OPT,NFO
12206594,47682,NIFTY2612026550PE,NIFTY,0.0,2026-01-20,26550.0,0.05,65,PE,NFO-OPT,NFO
12225794,47757,NIFTY2612027950CE,NIFTY,0.0,2026-01-20,27950.0,0.05,65,CE,NFO-OPT,NFO
12227586,47764,NIFTY2612027950PE,NIFTY,0.0,2026-01-20,27950.0,0.05,65,PE,NFO-OPT,NFO
12225282,47755,NIFTY2612027900CE,NIFTY,0.0,2026-01-20,27900.0,0.05,65,CE,NFO-OPT,NFO
12225538,47756,NIFTY2612027900PE,NIFTY,0.0,2026-01-20,27900.0,0.05,65,PE,NFO-OPT,NFO
12224770,47753,NIFTY2612027850CE,NIFTY,0.0,2026-01-20,27850.0,0.05,65,CE,NFO-OPT,NFO
12225026,47754,NIFTY2612027850PE,NIFTY,0.0,2026-01-20,27850.0,0.05,65,PE,NFO-OPT,NFO
12224258,47751,NIFTY2612027800CE,NIFTY,0.0,2026-01-20,27800.0,0.05,65,CE,NFO-OPT,NFO
12224514,47752,NIFTY2612027800PE,NIFTY,0.0,2026-01-20,27800.0,0.05,65,PE,NFO-OPT,NFO
12222722,47745,NIFTY2612027750CE,NIFTY,0.0,2026-01-20,27750.0,0.05,65,CE,NFO-OPT,NFO
12222978,47746,NIFTY2612027750PE,NIFTY,0.0,2026-01-20,27750.0,0.05,65,PE,NFO-OPT,NFO
12221698,47741,NIFTY2612027700CE,NIFTY,0.0,2026-01-20,27700.0,0.05,65,CE,NFO-OPT,NFO
12221954,47742,NIFTY2612027700PE,NIFTY,0.0,2026-01-20,27700.0,0.05,65,PE,NFO-OPT,NFO
12221186,47739,NIFTY2612027650CE,NIFTY,0.0,2026-01-20,27650.0,0.05,65,CE,NFO-OPT,NFO
12221442,47740,NIFTY2612027650PE,NIFTY,0.0,2026-01-20,27650.0,0.05,65,PE,NFO-OPT,NFO
12220674,47737,NIFTY2612027600CE,NIFTY,0.0,2026-01-20,27600.0,0.05,65,CE,NFO-OPT,NFO
12220930,47738,NIFTY2612027600PE,NIFTY,0.0,2026-01-20,27600.0,0.05,65,PE,NFO-OPT,NFO
12220162,47735,NIFTY2612027550CE,NIFTY,0.0,2026-01-20,27550.0,0.05,65,CE,NFO-OPT,NFO
12220418,47736,NIFTY2612027550PE,NIFTY,0.0,2026-01-20,27550.0,0.05,65,PE,NFO-OPT,NFO
12219650,47733,NIFTY2612027500CE,NIFTY,0.0,2026-01-20,27500.0,0.05,65,CE,NFO-OPT,NFO
